award ID,award year,award month,award day,procedure,original company name,pesos,ammendments,contract begin,contract end,contract duration
4121934004,2004,1,7,LICITACION PUBLICA INTERNACIONAL,"HALLIBURTON DE MEXICO, S. DE R.L. DE C.V.",78989623.174,NO,2004,2004,0
414104928,2004,8,20,LICITACION PUBLICA NACIONAL,CONSTRUCCIONES DISEÑOS Y ARRENDAMIENTOS S.A. DE C.V.,78916477.737,NO,2004,2006,2
412414832,2004,6,28,LICITACION PUBLICA INTERNACIONAL,CONSTRUCCIONES METALICAS DE CAMPECHE S.A. DE C.V.,78852791.663,NO,2004,2006,2
418234956,2004,12,23,LICITACION PUBLICA INTERNACIONAL,"CONSULTORIA INGENIERIA Y CONSTRUCCION DEL SURESTE, S.A. DE C.V.",78605394.125,NO,2004,2006,2
4125545001,2004,2,13,LICITACION PUBLICA INTERNACIONAL,"BURGMANN MEXICO, S.A. DE C.V.",78386482.815,NO,2004,2004,0
418234833,2004,5,6,LICITACION PUBLICA NACIONAL,"NAUTICA SALTAMAR, S.A. DE C.V.",78192209.043,NO,2004,2007,3
414044853,2004,10,25,LICITACION PUBLICA INTERNACIONAL,TECH POWER S.A. DE C.V.,78073269.358,NO,2004,2005,1
418234840,2004,5,3,LICITACION PUBLICA NACIONAL,"CATERMAR DE MEXICO, S.A DE C.V.",77866125.351,NO,2004,2006,2
410214859,2004,7,14,INVITACION A TRES PERSONAS,I.I.I. SERVICIOS S.A. DE C.V.,77268973.943,NO,2004,2006,2
410304836,2004,7,30,OTROS,INSTITUTO MEXICANO DEL PETROLEO,76351670.512,NO,2004,2006,2
4150930021,2004,4,1,ADJUDICACION DIRECTA,SOLAR TURBINES INCORPORATED Y/O SOL,75787729.194,NO,2004,2004,0
410214874,2004,9,20,INVITACION A TRES PERSONAS,SAP MEXICO S.A. DE C.V.,75730458.051,NO,2004,2004,0
415114935,2004,7,7,LICITACION PUBLICA INTERNACIONAL,UNIVERSAL COMPRESSION DE MEXICO S.A. DE C.V.,75629214.805,NO,2004,2007,3
418904827,2004,8,10,OTROS,INSTITUTO MEXICANO DEL PETROLEO,74928617.266,NO,2004,2006,2
411254828,2004,6,25,LICITACION PUBLICA INTERNACIONAL,INDUSTRIAS SOMI S.A. DE C.V.,73989852.71,NO,2004,2007,3
4123930075,2004,1,6,ADJUDICACION DIRECTA,DRESSER-RAND COMPANY (TURBO PROD. DIV),73313982.561,NO,2004,2004,0
414504876,2004,10,11,ADJUDICACION DIRECTA,AUTOTANQUES ANTONIO GARZA RUIZ S.A DE C.V.,73297603.692,NO,2004,2005,1
410304800,2004,3,9,ADJUDICACION DIRECTA,"VERITAS SERVICIOS GEOFISICOS, S. DE R. L. DE C.V.",73055271.89,SI,2004,2005,1
4120044005,2004,10,21,ADJUDICACION DIRECTA,"EMC COMPUTER SYSTEMS MEXICO, S.A. DE C.V",72335458.023,NO,2004,2004,0
412424855,2004,8,11,ADJUDICACION DIRECTA,IPSI LLC,72138638.978,NO,2004,2006,2
415114952,2004,7,19,LICITACION PUBLICA INTERNACIONAL,UNIVERSAL COMPRESSION DE MEXICO S.A. DE C.V.,71842682.975,NO,2004,2006,2
414504868,2004,8,31,LICITACION PUBLICA NACIONAL,BARCA DE REYNOSA S.A. DE C.V.,70335413.28,NO,2004,2006,2
418384807,2004,3,17,LICITACION PUBLICA INTERNACIONAL,"MOVILAB, S.A. DE C.V.",69214362.164,NO,2004,2006,2
412414817,2004,5,10,LICITACION PUBLICA INTERNACIONAL,CARRIER MEXICO S.A. DE C.V.,69030755.27,NO,2004,2006,2
4120444019,2004,10,11,ADJUDICACION DIRECTA,HALLIBURTON DE MEXICO S. DE R.L. DE C.V.,68944947.659,NO,2004,2006,2
414104825,2004,4,12,OTROS,INSTITUTO MEXICANO DEL PETRÓLEO,68411096.779,SI,2004,2006,2
418233886,2003,12,26,OTROS,"NAVIERA INTEGRAL, S.A. DE C.V.",71284621.567,NO,2004,2005,1
414044815,2004,3,17,ADJUDICACION DIRECTA,"PRO TECHNICS DE MEXICO, S.A. DE C.V.",67629560.243,SI,2004,2006,2
412004814,2004,6,1,LICITACION PUBLICA INTERNACIONAL,"DM INGENIEROS, S.A. DE C.V.",67189470.051,NO,2004,2004,0
412424833,2004,1,2,OTROS,INSTITUTO MEXICANO DEL PETROLEO ( IMP ),67083646.636,NO,2004,2004,0
414104977,2004,11,24,LICITACION PUBLICA NACIONAL,MARTINEZ AGUILAR CONSTRUCCIONES S.A.DE C.V.,66928395.852,NO,2004,2006,2
4120444024,2004,11,11,LICITACION PUBLICA INTERNACIONAL,"DOWELL SCHLUMBERGER DE MEXICO, S.A. DE C.V.",66746079.469,NO,2004,2006,2
414113811,2003,12,29,LICITACION PUBLICA INTERNACIONAL,"PLANIFICACION, INGENIERIA Y ADAPTACIONES, S.A. DE C.V.",69155730.083,NO,2004,2006,2
418234912,2004,9,21,OTROS,INSTITUTO MEXICANO DEL PETROLEO,64140944.529,NO,2004,2004,0
412424850,2004,7,6,ADJUDICACION DIRECTA,GRUPO OPERADOR DE INGENIERIA Y MONTAJES S.A. DE C.V.,64011268.241,NO,2004,2005,1
4123940069,2004,9,16,ADJUDICACION DIRECTA,"GE PACKAGED POWER, INC.",63862653.013,NO,2004,2005,1
414044826,2004,5,19,ADJUDICACION DIRECTA,"INOVACIÒN TECNOLOGÌA APLICADA A EQUIPOS DE PERFORACIÒN, S.A. DE C.V./ INDUSTRÌAS SOMI, S.A. DE C.V.",63806480.234,NO,2004,2004,0
418234917,2004,9,30,INVITACION A TRES PERSONAS,NORCONTROL IT AS,63589828.179,NO,2004,2007,3
415114995,2004,9,9,LICITACION PUBLICA NACIONAL,"HUGO ALBERTO VILLASEÑOR SALA, S.A. DE C.V.",63524589.866,NO,2004,2006,2
411254807,2004,2,3,ADJUDICACION DIRECTA,TECH POWER S.A. DE C.V.,63344522.981,NO,2004,2006,2
414044840,2004,8,9,INVITACION A TRES PERSONAS,TETRA TECHNOLOGIES DE MEXICO S.A. DE C.V.,63242110.84,NO,2004,2004,0
414104879,2004,7,7,LICITACION PUBLICA NACIONAL,FABRICACION Y REPARACION ELECTROMECANICA S.A.DE C.V.,63094064.175,SI,2004,2006,2
413054839,2004,9,1,LICITACION PUBLICA INTERNACIONAL,ELECTROCLIMAS DEL GOLFO S.A. DE C.V.,62915183.969,SI,2004,2007,3
412604844,2004,7,30,OTROS,INSTITUTO MEXICANO DEL PETROLEO ( IMP ),62913655.24,NO,2004,2005,1
413053874,2004,1,9,LICITACION PUBLICA INTERNACIONAL,"BAKER HUGHES DE MÉXICO, S. DE R.L. DE C.V.",61932460.024,NO,2004,2007,3
4130538740,2004,1,9,LICITACION PUBLICA INTERNACIONAL,SOUTH AMERICAN ENTERPRISES MEXICO S.A. DE C.V.,61932460.024,NO,2004,2007,3
4122344027,2004,10,22,LICITACION PUBLICA INTERNACIONAL,"GUARDIAN INSPECTION, S.A. DE C.V.",61656206.598,NO,2004,2005,1
414504845,2004,5,14,LICITACION PUBLICA INTERNACIONAL,CONSTRUCCIONES Y EQUIPOS LATINOAMERICANOS S.A. DE C.V.,61626028.235,NO,2004,2006,2
410304852,2004,11,26,ADJUDICACION DIRECTA,COMPAQIA MEXICANA DE GEOFISICA S.A. DE C.V.,61256791.764,NO,2004,2007,3
414044830,2004,6,14,LICITACION PUBLICA INTERNACIONAL,PETRO-OPERACIONES NACIONALES DE RENTA S.A DE C.V.,61081336.41,NO,2004,2005,1
418814820,2004,3,31,ADJUDICACION DIRECTA,"PROMOTORA AMBIENTAL DEL SURESTE, S.A. DE C.V.",61081336.41,NO,2004,2004,0
411004808,2004,2,17,ADJUDICACION DIRECTA,"INDUSTRIAL PERFORADORA DE CAMPECHE, S.A DE C.V.",61046931.37,NO,2004,2004,0
411254818,2004,4,12,LICITACION PUBLICA INTERNACIONAL,"SISTEMAS DE ALARMAS Y TELECOMUNICACIONES, S.A. DE C.V.",60289124.029,NO,2004,2006,2
415114819,2004,2,19,LICITACION PUBLICA NACIONAL,"ARB ARENDAL, S. DE R.L. DE C.V.",60013830.736,SI,2004,2004,0
4124744006,2004,3,29,LICITACION PUBLICA INTERNACIONAL,"TUBERÍAS PROCARSA, S.A. DE C.V.",60000972.054,NO,2004,2004,0
418233887,2003,12,26,OTROS,"MARITIMA MEXICANA, S.A. DE C.V.",62193748.165,NO,2004,2005,1
414504830,2004,4,15,LICITACION PUBLICA INTERNACIONAL,"COMPAMINA, S. DE R. L. Y MANTENIMIENTO DE CALIDAD S.A. DE C.V.",58886684.161,NO,2004,2006,2
418814867,2004,7,26,LICITACION PUBLICA INTERNACIONAL,"NET BRAINS DE MEXICO, S.A. DE C.V.",58536777.572,NO,2004,2006,2
412604838,2004,7,26,LICITACION PUBLICA INTERNACIONAL,TURBOMAQUINARIA Y EQUIPOS ESPECIALES DE BOMBEO S.A. DE C.V.,58456713.088,NO,2004,2005,1
414104850,2004,6,15,LICITACION PUBLICA NACIONAL,SYRAT S.A. DE C.V.,58027269.589,NO,2004,2006,2
415124825,2004,10,8,LICITACION PUBLICA NACIONAL,"DUCTOS MEXICANOS ALRO, S.A. DE C.V.",57943430.217,NO,2004,2005,1
411254816,2004,4,12,LICITACION PUBLICA INTERNACIONAL,"HALLIBURTON DE MEXICO, S. DE R.L. DE C.V.",57919979.158,SI,2004,2005,1
4123940071,2004,7,14,ADJUDICACION DIRECTA,"BEICIP, INC.",57229203.753,NO,2004,2006,2
411004806,2004,2,23,LICITACION PUBLICA INTERNACIONAL,"PROVEEDORA DE SEGURIDAD INDUSTRIAL DEL GOLFO, S.A DE C.V.",56602470.854,NO,2004,2007,3
414043877,2003,12,19,LICITACION PUBLICA INTERNACIONAL,MEXICO DIESEL ELECTROMOTIVE S.A. DE C.V.,58794581.461,SI,2004,2006,2
418234915,2004,9,30,INVITACION A TRES PERSONAS,TRANSPORTES AEREOS PEGASO S.A. DE C.V.,55618580.84,NO,2004,2005,1
4122344012,2004,3,26,ADJUDICACION DIRECTA,"PROVEEDORA DE SEGURIDAD INDUSTRIAL DEL GOLFO, S.A DE C.V.",55598284.351,NO,2004,2004,0
412424825,2004,3,26,OTROS,INSTITUTO MEXICANO DEL PETROLEO ( IMP ),55105723.653,NO,2004,2004,0
4127044018,2004,7,1,INVITACION A TRES PERSONAS,"INDUSTRIAS JOHN CRANE DE MEXICO, S.A. DE C.V.*",54973202.769,NO,2004,2006,2
414504806,2004,2,4,LICITACION PUBLICA INTERNACIONAL,GALCOR DEL NORTE S.A. DE C.V.,54973202.769,NO,2004,2006,2
414504824,2004,3,24,LICITACION PUBLICA INTERNACIONAL,"SUMINISTROS, CONSTRUCCIÓN E INGENIERÍA, S.A. DE C,V.",54973202.769,NO,2004,2007,3
412424827,2004,4,19,OTROS,I.I.I. SERVICIOS S.A. DE C.V.,54824922.999,NO,2004,2004,0
4126940014,2004,5,26,ADJUDICACION DIRECTA,YORK INTERNATIONAL CORPORATION,54748359.926,NO,2004,2005,1
4122344013,2004,6,1,LICITACION PUBLICA INTERNACIONAL,"CEMENTOS APASCO, S.A. DE C.V.*",54614410.999,NO,2004,2005,1
4122344009,2004,1,22,LICITACION PUBLICA INTERNACIONAL,"COOPER CAMERON DE MÉXICO, S.A. DE C.V.",54472315.272,SI,2004,2005,1
418234961,2004,12,22,LICITACION PUBLICA INTERNACIONAL,"GRUPO KORUÑA, S.A. DE C.V.",53861388.067,NO,2004,2007,3
4124944007,2004,7,30,LICITACION PUBLICA INTERNACIONAL,STANLEY ADAMS S.A. DE C.V.,53751576.041,NO,2004,2004,0
412414860,2004,11,5,OTROS,UNIVERSIDAD AUTONOMA DEL CARMEN,53675354.168,NO,2004,2005,1
418233891,2004,1,7,OTROS,"NAUTICA SALTAMAR, S.A. DE C.V.",53318422.21,NO,2004,2006,2
412424822,2004,4,23,ADJUDICACION DIRECTA,CONSTRUCCIONES MARITIMAS MEXICANAS S.A. DE C.V.,53212382.61,NO,2004,2004,0
418234824,2004,5,4,LICITACION PUBLICA NACIONAL,"PERFORADORA CENTRAL, S.A. DE C.V.",53194290.261,SI,2004,2006,2
412004830,2004,9,27,LICITACION PUBLICA INTERNACIONAL,TURBOMAQUINARIA Y EQUIPOS ESPECIALES DE BOMBEO S.A. DE C.V.,53045665.877,NO,2004,2005,1
4120044011,2004,10,21,LICITACION PUBLICA INTERNACIONAL,"MAINBIT, S.A. DE C.V.",52730891.215,NO,2004,2004,0
4123940076,2004,7,20,ADJUDICACION DIRECTA,SOLAR TURBINES INCORPORATED,52272180.942,NO,2004,2004,0
4140940011,2004,9,24,INVITACION A TRES PERSONAS,"GARDNER DENVER,INC.",51755442.988,NO,2004,2004,0
418814900,2004,10,28,LICITACION PUBLICA INTERNACIONAL,"CHESTERTON MEXICANA, S.A. DE C.V.",51487257.733,NO,2004,2006,2
414104930,2004,8,20,LICITACION PUBLICA NACIONAL,CONSTRUCCIONES INDUSTRIALES E INMOBILIARIOS DEL NORTE S.A. DE C.V.,51422641.345,NO,2004,2006,2
415114825,2004,2,27,LICITACION PUBLICA INTERNACIONAL,H. ROSEN DE MEXICO S. DE R.L. DE C.V.,51068072.097,SI,2004,2006,2
418234925,2004,10,29,LICITACION PUBLICA NACIONAL,"CONSTRUCCIONES Y REPARACIONES DEL SUR, S.A. DE C.V.",50713715.091,NO,2004,2006,2
4122344021,2004,8,30,LICITACION PUBLICA INTERNACIONAL,SCHLUMBERGER TECHNOLOGY CORPORATION,49841685.603,NO,2004,2004,0
414104904,2004,8,5,LICITACION PUBLICA NACIONAL,MUÑIZ CONSTRUCCIONES. S.A. DE C.V.,49555812.46,SI,2004,2006,2
418654806,2004,9,10,OTROS,INSTITUTO POLITECNICO NACIONAL,49286381.555,NO,2004,2006,2
4128042002,2004,2,19,LICITACION PUBLICA INTERNACIONAL,"CONSTRUCTORA ARECHIGA, S.A. DE C.V.",49267489.281,NO,2004,2004,0
418234860,2004,7,19,LICITACION PUBLICA NACIONAL,"PERFORADORA CENTRAL, S.A. DE C.V.",49021196.443,NO,2004,2006,2
414044846,2004,9,9,LICITACION PUBLICA INTERNACIONAL,"JAEX, S.A. DE C.V.",48964177.979,NO,2004,2006,2
414503896,2003,12,26,ADJUDICACION DIRECTA,AUTOTANQUES ANTONIO GARZA RUIZ S.A DE C.V.,51401166.216,NO,2004,2004,0
413054826,2004,6,14,LICITACION PUBLICA INTERNACIONAL,"PD OILFIELD SERVICES MEXICANA, S. DE R.L. DE C.V.",48553043.147,SI,2004,2005,1
412414807,2004,2,9,OTROS,UNIVERSIDAD AUTONOMA DEL CARMEN,48533434.12,NO,2004,2004,0
4125245007,2004,7,9,LICITACION PUBLICA INTERNACIONAL,BRIDGESTONE INDUSTRIAL PRODUCTS AMERICA INC.,48153853.317,NO,2004,2005,1
4150940002,2004,3,29,ADJUDICACION DIRECTA,THE UNIVERSITY OF TEXAS AT AUSTIN,48140964.911,NO,2004,2006,2
418234819,2004,4,13,LICITACION PUBLICA INTERNACIONAL,"MAQUINARIA INTERCONTINENTAL, S.A. DE C.V.",47636192.87,NO,2004,2006,2
418234843,2004,5,18,ADJUDICACION DIRECTA,"PROVIBUQUES, S.A. DE C.V.",47459352.719,SI,2004,2004,0
410214803,2004,4,19,ADJUDICACION DIRECTA,GRUPO COMERCIALIZADOR LATINOAMERICANO S.A. DE C.V.,47412695.099,SI,2004,2006,2
412503805,2004,1,5,LICITACION PUBLICA INTERNACIONAL,TECNOLOGIA APLICADA EN EXPLORACION Y PRODUCCION PETROLERA S.A. DE C.V.,47338035.718,NO,2004,2005,1
414104853,2004,6,15,LICITACION PUBLICA NACIONAL,SYRAT S.A. DE C.V.,47338035.718,NO,2004,2006,2
412804815,2004,4,22,ADJUDICACION DIRECTA,"DOWELL SCHLUMBERGER DE MEXICO, S.A. DE C.V.",47194452.183,SI,2004,2004,0
412004846,2004,11,30,LICITACION PUBLICA NACIONAL,"DIAZ IGA EDIFICACIONES URBANAS E INDUSTRIALES, S.A. DE C.V.",46878195.764,SI,2004,2005,1
412414818,2004,5,28,LICITACION PUBLICA NACIONAL,SUMINISTROS INDUSTRIALES CARRIZALES S.A. DE C.V.,46849031.824,SI,2004,2004,0
415114869,2004,4,15,ADJUDICACION DIRECTA,SEISMOGRAPH SERVICE DE MEXICO SA DE CV,46280377.287,NO,2004,2004,0
411254834,2004,7,19,LICITACION PUBLICA INTERNACIONAL,"COMUNICACIONES Y ELECTRONICA INDUSTRIAL,S.A.DE C.V.",45891476.968,NO,2004,2006,2
413054818,2004,5,10,LICITACION PUBLICA INTERNACIONAL,GRUPO INDUSTRIAL VERACRUZANO S.A DE C.V,45811002.307,NO,2004,2006,2
415124817,2004,9,29,LICITACION PUBLICA NACIONAL,"ARRENDADORA DE EQUIPO Y MAQUINARIA ESPECIALIZADA, S.A. DE C.V.",45765427.446,NO,2004,2005,1
414044810,2004,2,13,LICITACION PUBLICA INTERNACIONAL,HERRAMIENTAS VARCO S.A. DE C.V.,45638505.968,NO,2004,2006,2
411004810,2004,6,11,INVITACION A TRES PERSONAS,"HALLIBURTON DE MEXICO, S. DE R.L. DE C.V.",45570450.798,SI,2004,2005,1
414104956,2004,10,22,OTROS,UNIVERSIDAD TECNOLOGICA DE TABASCO,45536136.294,NO,2004,2006,2
4128045037,2004,11,29,LICITACION PUBLICA INTERNACIONAL,"EQUIPOS Y SISTEMAS DINAMICOS MEXICO, S.A. DE C.V.",45525593.21,NO,2004,2005,1
412414804,2004,3,12,LICITACION PUBLICA NACIONAL,"SIASPRO, S.A. DE C.V.",45524453.404,SI,2004,2004,0
415114936,2004,6,24,OTROS,INSTITUTO MEXICANO DEL PETROLEO,45316645.092,SI,2004,2006,2
4126940005,2004,4,23,ADJUDICACION DIRECTA,"GE PACKAGED POWER, INC",45290093.921,NO,2004,2005,1
413054836,2004,8,18,LICITACION PUBLICA NACIONAL,"HALLIBURTON DE MEXICO, S. DE R.L. DE C.V.",45264613.395,SI,2004,2005,1
414044817,2004,3,24,LICITACION PUBLICA INTERNACIONAL,"HALLIBURTON DE MEXICO, S. DE R.L. DE C.V.",45244457.642,NO,2004,2006,2
415114908,2004,6,18,LICITACION PUBLICA NACIONAL,"CONSTRUCCIONES Y EQUIPOS LATINOAMERICANOS, S.A. DE C.V.",45166086.928,SI,2004,2004,0
415114845,2004,3,15,ADJUDICACION DIRECTA,CONSTRUCTORA DEL NORTE DE CHIAPAS S.A. DE C.V.,44954776.06,SI,2004,2004,0
413054813,2004,4,12,LICITACION PUBLICA NACIONAL,"ASPIT, S.A. DE C.V.",44816611.894,NO,2004,2006,2
4123930065,2004,1,16,ADJUDICACION DIRECTA,SOLAR TURBINES INCORPORATED,44749647.371,NO,2004,2004,0
4150940015,2004,8,30,ADJUDICACION DIRECTA,SOLAR TURBINES INCORPORATED,44683942.315,NO,2004,2005,1
412424843,2004,4,30,OTROS,INSTITUTO MEXICANO DEL PETROLEO ( IMP ),44284480.545,NO,2004,2004,0
411254823,2004,6,1,INVITACION A TRES PERSONAS,"COOPER CAMERON DE MEXICO, S.A.DE C.V.",44220392.022,SI,2004,2006,2
418233898,2003,12,30,OTROS,TRANSPORTES AEREOS PEGASO S.A. DE C.V.,46015656.359,NO,2004,2004,0
411254838,2004,8,16,LICITACION PUBLICA INTERNACIONAL,HOT HED OIL TOOL S.A. DE C.V.,43520452.192,NO,2004,2006,2
415114853,2004,4,7,ADJUDICACION DIRECTA,"COMERCIAL EN FLETES MEXICO, S.A. DE C.V.",43520452.192,NO,2004,2004,0
414504866,2004,7,30,OTROS,INSTITUTO MEXICANO DEL PETROLEO,43323800.86,NO,2004,2005,1
418234884,2004,7,30,OTROS,UNIVERSIDAD TECNOLOGICA DE TABASCO,43189894.002,NO,2004,2004,0
414104835,2004,5,31,LICITACION PUBLICA NACIONAL,FABRICACIÓN Y REPARACIÓN ELECTROMECÁNICA S.A.DE C.V.,43033612.562,NO,2004,2006,2
418234960,2004,12,20,OTROS,"PROVIBUQUES, S.A. DE C.V.",42933205.535,NO,2004,2006,2
414104881,2004,7,9,LICITACION PUBLICA NACIONAL,FABRICACION Y REPARACION ELECTROMECANICA S.A.DE C.V.,42700875.815,SI,2004,2006,2
4122344010,2004,1,23,LICITACION PUBLICA INTERNACIONAL,"SMITH INTERNATIONAL, S.A. DE C.V.",42396842.217,NO,2004,2005,1
415124819,2004,10,1,LICITACION PUBLICA NACIONAL,"ARB ARENDAL, S. DE R.L. DE C.V.",41867966.589,NO,2004,2005,1
413054814,2004,4,19,ADJUDICACION DIRECTA,EQUIPOS PEERLES DEL CENTRO S.A. DE C.V.,41720079.801,SI,2004,2004,0
418234935,2004,11,26,LICITACION PUBLICA NACIONAL,PROVEEDORA DE SERVICIOS Y SUMINISTROS DEL GOLFO S.A. DE C.V.,41684122.15,SI,2004,2005,1
4120045001,2004,3,29,LICITACION PUBLICA INTERNACIONAL,"HOUSTON FREIGHTLINER, INC.",40991903.915,NO,2004,2004,0
418234908,2004,9,29,LICITACION PUBLICA NACIONAL,"INDUSTRIAS METALICAS DE TRIS, S.A. DE C.V.",40986200.601,SI,2004,2006,2
414044829,2004,6,14,LICITACION PUBLICA INTERNACIONAL,COMERCIALIZACION INDUSTRIAL DEL GOLFO S.A. DE C.V.,40820657.123,SI,2004,2006,2
411003844,2003,12,30,LICITACION PUBLICA INTERNACIONAL,"MATERIALES Y EQUIPO PETROLERO, S.A DE C.V.",42561845.356,NO,2004,2004,0
418814843,2004,5,25,LICITACION PUBLICA INTERNACIONAL,"TELEMATICA Y PROCESOS, S.A. DE C.V.",40273411.594,NO,2004,2004,0
410214820,2004,4,26,OTROS,INSTITUTO MEXICANO DEL PETROLEO,40160978.69,NO,2004,2004,0
414044859,2004,12,8,ADJUDICACION DIRECTA,"PROVEEDORA DE INSTRUMENTACION DE TOTOLAPA, S.A.DEC",40088719.469,NO,2004,2005,1
4123940050,2004,6,24,ADJUDICACION DIRECTA,NUOVO PIGNONE SPA,39290808.122,NO,2004,2005,1
4120445005,2004,8,5,INVITACION A TRES PERSONAS,SCHLUMBERGER OFFSHORE SERVICES MEXICO NV.,39004966.04,NO,2004,2005,1
410214848,2004,3,31,ADJUDICACION DIRECTA,I.I.I. SERVICIOS S.A. DE C.V.,38957321.556,NO,2004,2004,0
412424848,2004,3,31,OTROS,I.I.I. SERVICIOS S.A. DE C.V.,38957321.556,NO,2004,2004,0
4125044006,2004,4,7,LICITACION PUBLICA INTERNACIONAL,"GE BETZ MEXICO, S.A. DE C.V.",38945333.384,NO,2004,2005,1
411254857,2004,12,28,LICITACION PUBLICA INTERNACIONAL,"NABORS PERFORACIONES DE MEXICO, S. DE R.L. DE C.V.",38818716.322,NO,2004,2007,3
414104859,2004,6,25,LICITACION PUBLICA INTERNACIONAL,RUIZ GALVAN CESAR,38481241.938,NO,2004,2006,2
412424818,2004,3,19,ADJUDICACION DIRECTA,"PEGASUS INTERNATIONAL, INC.",38379883.646,NO,2004,2004,0
413054838,2004,9,3,LICITACION PUBLICA INTERNACIONAL,PROYECTOS DE ELECTROMECANICA INDUSTRIAL S.A. DE C.V.,38328538.597,NO,2004,2007,3
412424814,2004,3,19,ADJUDICACION DIRECTA,PARAGON ENGINEERING SERVICES INC.,38210550.39,NO,2004,2004,0
414044844,2004,8,20,INVITACION A TRES PERSONAS,TRANSPORTES ESPECIALIZADOS DE TOLUCA S.A DE C.V,38175835.256,NO,2004,2004,0
418234885,2004,7,30,OTROS,UNIVERSIDAD AUTONOMA METROPOLITANA,38088616.162,NO,2004,2004,0
414104905,2004,7,30,LICITACION PUBLICA NACIONAL,H. ROSEN DE MEXICO S. DE R.L. DE C.V.,37949415.993,NO,2004,2006,2
415124810,2004,9,29,LICITACION PUBLICA NACIONAL,CONSTRUCTORA CHAVEZ S.A. DE C.V.,37812234.369,NO,2004,2005,1
412414823,2004,3,29,OTROS,INSTITUTO MEXICANO DEL PETROLEO ( IMP ),37771469.174,NO,2004,2004,0
4127432032,2004,1,6,LICITACION PUBLICA INTERNACIONAL,"DIESEL REFACCIONES Y SERVICIOS, S.A. DE C.V.",37746952.347,NO,2004,2004,0
414044818,2004,4,7,LICITACION PUBLICA INTERNACIONAL,"TALLERES ESPECIALIZADOS BULL DOG, S.A DE C.V.",37723253.094,NO,2004,2006,2
411254826,2004,6,18,LICITACION PUBLICA INTERNACIONAL,SANIMOVIL 2000 S.A DE C.V.,37612171.186,NO,2004,2006,2
414103953,2004,1,7,LICITACION PUBLICA NACIONAL,GEO ESTRATOS S.A. DE C.V.,37403700.952,SI,2004,2006,2
418654802,2004,2,27,OTROS,INSTITUTO MEXICANO DEL PETROLEO,37356547.428,NO,2004,2004,0
415123811,2003,12,19,LICITACION PUBLICA NACIONAL,CONSTRUCTORES Y TECNOLOGIA EN CORROSION S.A. DE C.V.,39187364.525,NO,2004,2007,3
412414805,2004,1,19,OTROS,INSTITUTO MEXICANO DEL PETROLEO ( IMP ),37076292.345,NO,2004,2005,1
418234818,2004,4,13,LICITACION PUBLICA INTERNACIONAL,"MAQUINARIA INTERCONTINENTAL, S.A. DE C.V.",36711062.159,NO,2004,2006,2
4127044006,2004,5,13,ADJUDICACION DIRECTA,"FLOWSERVE, S.A. DE C.V.",36648801.846,NO,2004,2006,2
414504854,2004,6,15,LICITACION PUBLICA NACIONAL,SUPER AUTO CENTRO S.A. DE C.V.,36648801.846,NO,2004,2007,3
410214807,2004,4,5,ADJUDICACION DIRECTA,COMPAQMA MEXICANA DE EXPLORACIONES S. A. DE C.V.,36582086.692,NO,2004,2004,0
412604832,2004,6,18,INVITACION A TRES PERSONAS,ECONOMÍA APLICADA S.C.,36554293.748,NO,2004,2004,0
412414819,2004,6,11,LICITACION PUBLICA NACIONAL,INSTALACIONES ELECTROMECANICAS CIVILES Y ELECTRICAS Y S.A. DE C.V.,36347729.19,SI,2004,2004,0
418234934,2004,11,25,LICITACION PUBLICA NACIONAL,"CORPORATIVO INDUSTRIAL Y COMERCIAL, S.A. DE C.V.",36323978.507,NO,2004,2005,1
412604837,2004,7,23,LICITACION PUBLICA NACIONAL,"GRUPO INDUSTRIAL RAGUZA, S.A. DE C.V.",36275026.641,SI,2004,2005,1
412414815,2004,3,29,OTROS,INSTITUTO MEXICANO DEL PETROLEO ( IMP ),36019418.229,SI,2004,2004,0
414104908,2004,8,6,LICITACION PUBLICA NACIONAL,QMAX SOLUCIONES AMBIENTALES.S.A. DE C.V.,35947075.021,NO,2004,2006,2
4123940049,2004,6,26,ADJUDICACION DIRECTA,"CENTRILIFT, A DIVISION OF BAKER HUGHES",35727818.082,NO,2004,2004,0
414044827,2004,5,19,ADJUDICACION DIRECTA,"PROVEEDORA DE INSTRUMENTACIÒN DE TOTOLAPA, S..A. DE C.V.",35568120.302,NO,2004,2004,0
418234910,2004,9,30,LICITACION PUBLICA NACIONAL,"CORPORATIVO INDUSTRIAL Y COMERCIAL, S.A. DE C.V.",35550153.883,SI,2004,2005,1
4128045024,2004,9,24,LICITACION PUBLICA INTERNACIONAL,"HOERBIGER DE MEXICO, S.A. DE C.V.*",35382874.954,NO,2004,2005,1
415114859,2004,4,7,OTROS,COMPANIA MEXICANA DE EXPLORACIONES S. A.,35220726.672,NO,2004,2005,1
4120344015,2004,8,2,LICITACION PUBLICA INTERNACIONAL,HALLIBURTON DE MEXICO S.A. DE C.V.,35118046.314,NO,2004,2006,2
414104935,2004,9,6,LICITACION PUBLICA NACIONAL,ARJONA CONSTRUCCIONES Y PROVEEDURIA S.A DE C.V.,35106000.457,SI,2004,2006,2
4126940049,2004,9,17,ADJUDICACION DIRECTA,NATIONAL TANK COMPANY,35024279.278,NO,2004,2004,0
412414857,2004,12,10,LICITACION PUBLICA NACIONAL,"GRUPO PROASIP, S.A. DE C.V.",35010734.691,SI,2004,2005,1
